company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
OneTrust,"Atlanta,Georgia,United States","OneTrust provides a platform that helps companies manage privacy, security, compliance, and governance requirements.",2016,Kabir Barday,1001-5000,Private Equity,"Aug 11, 2023",Secondary Market,$100M to $500M,www.onetrust.com,"OneTrust is a provider of privacy management and marketing compliance technology that helps organizations comply with global regulations. It automates privacy impact assessments and data inventory mapping, enforces risk remediation actions, and triggers recurring audits for continuous compliance monitoring across customer, employee, and vendor data transfers. Its web-based software can be accessed on any device and provides a single place for a private office to collaborate with business groups, vendors, and trusted advisors managing privacy risks. The result is the ability to demonstrate privacy by design and ongoing compliance with policies, data privacy laws (GDPR, BCR, Privacy Shield), and other privacy frameworks (HITECH, ISO, GAPP, APEC).",—,"TCV,Franklin Templeton,Sands Capital Ventures,Insight Partners,Coatue","$1,120,000,000",—,—,—,Private,—,—
Deel,"San Francisco,California,United States","Deel is a payroll and compliance platform that provides employees and contractors with hiring, HR, and payroll services.",2018,"Alex Bouaziz,Ofer Simon,Shuo Wang",1001-5000,Early Stage Venture,"Nov 18, 2022",Secondary Market,$500M to $1B,www.deel.com,"Deel is a global compliance and payroll solution that helps businesses hire anyone, anywhere. Deel’s technology offers unmatched payroll, HR, compliance, perks, benefits, and other capabilities needed to hire and manage a global team.",—,"Andreessen Horowitz,Y Combinator,Soma Capital,Emerson Collective,Neo","$679,000,000",—,—,—,Private,—,—
HubSpot,"Cambridge,Massachusetts,United States","HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online.","Jun 9, 2006","Brian Halligan,Dharmesh Shah,Evan DiLeo",1001-5000,IPO,"Nov 5, 2012",Series E,$500M to $1B,www.hubspot.com,"HubSpot develops cloud-based, inbound marketing software that allows businesses to transform the way that they market online. Its service portfolio includes social media publishing and monitoring, blogging, SEO, website content management, email marketing, marketing automation, and reporting and analytics.HubSpot’s sales application enables sales and service teams to have effective conversations with leads and prospects.HubSpot was founded by Brian Halligan and Dharmesh Shah and is headquartered in Cambridge, Massachusetts with an office in Dublin, Ireland.","$35,000,000","Sequoia Capital,General Catalyst,Google Ventures,Scale Venture Partners,Salesforce Ventures","$100,500,000",—,—,—,Public,"Oct 10, 2014",HUBS
Chainalysis,"New York,New York,United States","Chainalysis provides blockchain data and analysis to governments, banks, and businesses worldwide.","Oct 1, 2014","Jonathan Levin,Michael Gronager",501-1000,Late Stage Venture,"Oct 18, 2022",Secondary Market,$1M to $10M,chainalysis.com,"Chainalysis designs and develops anti-money laundering software for Bitcoin businesses. Its products include REACTOR, an interactive investigation tool that identifies offenders, visualizes data, and shares results with people and organizations, and API, a transaction-based risk scoring solution that contains the source and destination of funds to measure risk.Chainalysis also offers activity monitoring reports and diligence tools, which allow analysts to estimate criminal revenues and emerging threats. It offers activity monitoring reports, due diligence tools, and cyber threats from the deep web for financial institutions, real-time application programming interface (API), web-based investigation software for due diligence, and verification of customers for bitcoin business, and web-based investigation tools to identify cyber-criminals, identification of bitcoin extortion payments made by victims to criminals, and attribution for cyber threat intelligence industries.",—,"Techstars,Digital Currency Group,Accel,Benchmark,BNY Mellon","$536,620,000",—,—,—,Private,—,—
Lattice,"San Francisco,California,United States","Lattice is a people success platform that help business leaders develop engaged, high-performing employees, and winning cultures.",2015,"Eric Koslow,Jack Altman",501-1000,Late Stage Venture,"Jan 19, 2022",Series F,$1M to $10M,www.lattice.com,"Lattice is the People Success Platform that brings together all of the tools, workflows, and data needed to help business leaders develop engaged, high-performing employees and winning cultures. By combining continuous performance management, goal-setting, employee engagement, compensation management, career development, and people analytics into one unified solution, Lattice helps HR, People, and Operations teams develop insights that build enviable cultures and drive impactful business outcomes. Ranked on the Inc. 500 Fastest-Growing Private Companies list two years in a row and certified as a Great Place to Work by 99% of its employees, Lattice serves nearly 5,000 customers worldwide, including Slack, Asana, Solera Health, Guild Education, and the Los Angeles Dodgers. Learn more about Lattice by visiting: www.lattice.com.Ranked on the Inc. 500 Fastest-Growing Private Companies list two years in a row and certified as a Great Place to Work by 99% of its employees, Lattice serves nearly 5,000 customers worldwide, including Slack, Asana, Solera Health, Guild Education, and the Los Angeles Dodgers. Learn more about Lattice by visiting: www.lattice.com.","$175,000,000","Y Combinator,Soma Capital,Thrive Capital,Khosla Ventures,Founders Fund","$329,320,000",—,—,—,Private,—,—
Attentive,"Braga,Braga,Portugal","Attentive helps you get the most of your CRM with minimum effort, directly on Slack.","Jan 15, 2015","Daniel Araujo,Luis Miguel Braga,Pedro Araujo",11-50,Seed,"Feb 22, 2019",Seed,Less than $1M,attentive.us/,"With only 1 minute a day, Attentive will help you to have a scalable sales process, showing relevant KPI's to make sure no deal falls through the cracks, keeping your deals organized, and reminding you every time you need. This way, they can have a predictable revenue pipeline that is always updated with no effort, keeping your sales team running in perfection.","€1,000,000","Techstars,Right Side Capital Management,Criteria Venture Tech,Mangrove Capital Partners,Indico Capital Partners","$2,327,296",—,—,—,Private,—,—
Midjourney,"South San Francisco,California,United States",Midjourney is a non-profit research lab that is investigating new thought mediums to improve the human species' inventive abilities.,"Jul 12, 2022",—,11-50,—,—,—,—,midjourney.com,"Midjourney is an artificial intelligence-powered artwork generator. It explores new thought mediums and expands the human species' imaginative powers. It is a small self-funded team focused on design, human infrastructure, and artificial intelligence.",—,—,—,—,—,—,Private,—,—
Celonis,"Munich,Bayern,Germany",Celonis provides an execution management system that helps companies in running their business processes.,2011,"Alexander Rinke,Bastian Nominacher,Martin Klenk",1001-5000,Late Stage Venture,"Jul 15, 2023",Secondary Market,$10M to $50M,www.celonis.com,"Celonis believes that every company can unlock its full execution capacity. Powered by its market-leading process mining core, the Celonis Execution Management System provides a set of instruments and applications, the Celonis Studio as well as platform capabilities for business executives and users.The Celonis EMS offerings help companies manage every facet of execution management from analytics to strategy and planning, management, actions and automation. Celonis has thousands of customers, including ABB, AstraZeneca, Bosch, Coca-Cola, Citibank, Dell, GSK, John Deere, L'Oréal, Siemens, Uber, Vodafone and Whirlpool.Celonis is headquartered in Munich, Germany and New York City, USA and has 15 offices worldwide.",—,"Bank of America,TCV,Deutsche Bank,Neuberger Berman,Goldman Sachs","$2,367,500,000",—,—,—,Private,—,—
OpenSea,"New York,New York,United States","OpenSea is an NFT marketplace that enables users to discover, collect, and sell blockchain-based digital assets.","Dec 20, 2017",Alex Atallah,251-500,Late Stage Venture,"Jan 5, 2022",Series C,$10M to $50M,opensea.io,"OpenSea is a peer-to-peer marketplace for crypto collectibles and non-fungible tokens. It includes collectibles, gaming items, and other virtual goods backed by a blockchain. On OpenSea, anyone can buy or sell these items through a smart contract.","$300,000,000","Animoca Brands,Andreessen Horowitz,Y Combinator,Republic,Foundation Capital","$427,220,000",—,—,—,Private,—,—
Seismic,"San Diego,California,United States","Seismic is the global leader in enablement, helping organizations engage customers, enable teams, and ignite revenue growth.",2010,"Douglas Winter,Ed Calnan,Fred Xie,Marc Romano,Nasser Barghouti",1001-5000,Late Stage Venture,"Aug 16, 2021",Series G,Less than $1M,seismic.com,"Seismic is the global leader in enablement, helping organizations engage customers, enable teams, and ignite revenue growth. The Seismic Enablement Cloud is the most powerful, unified enablement platform that equips customer-facing teams with the right skills, content, tools, and insights to grow and win. From the world’s largest enterprises to startups and small businesses, more than 2,000 organizations around the globe trust Seismic for their enablement needs. Seismic is headquartered in San Diego with offices across North America, Europe, and Australia.To learn more, visit Seismic.com and follow us on LinkedIn, Twitter and Instagram.","$170,000,000","General Atlantic,Lightspeed Venture Partners,T. Rowe Price,Ameriprise Financial,Permira","$446,500,000",—,—,—,Private,—,—
